lat	long
34.562010	108.820244
34.557684	108.827841
34.559175	108.835692
34.562642	108.841479
34.566791	108.844641
34.561444	108.848049
34.556818	108.855360
34.563668	108.860368
34.564190	108.869230
34.561240	108.876209
34.564057	108.882674
34.564217	108.891912
34.567244	108.898579
34.556966	108.900472
34.548293	108.900690
34.541467	108.905892
34.543000	108.916448
34.539478	108.922158
34.535111	108.929717
34.531189	108.937703
34.530016	108.948326
34.524935	108.955200
34.530235	108.961394
34.523562	108.966740
34.521514	108.976525
34.518461	108.985346
34.517283	108.995969
34.512252	109.002890
34.509429	109.011934
34.504966	109.019401
34.501321	109.027655
34.494305	109.029454
34.488790	109.023050
34.480061	109.019990
34.474650	109.020118
34.466282	109.020002
34.457245	109.017263
34.451284	109.012506
