lat	long
35.346089	106.248894
35.354399	106.244918
35.359813	106.241491
35.365420	106.247759
35.374055	106.247251
35.380851	106.241903
35.391065	106.239652
35.399699	106.239143
35.408185	106.238501
35.413806	106.241612
35.419365	106.247932
35.423719	106.255581
35.427452	106.263916
35.439376	106.263216
35.447878	106.259415
35.456380	106.255613
35.458467	106.245997
35.463694	106.241505
35.473459	106.239744
35.483801	106.240784
35.482759	106.230935
35.484497	106.221004
35.484131	106.211768
35.492181	106.210366
35.501583	106.208999
35.512551	106.209343
35.521049	106.205532
35.531200	106.206396
35.535333	106.208411
35.539755	106.215986
35.545341	106.222275
35.547109	106.232780
35.552759	106.238998
35.560419	106.239555
35.567202	106.234193
35.577411	106.231933
35.585906	106.228120
35.594044	106.223984
35.601181	106.218941
35.607960	106.213574
35.615042	106.208480
35.624421	106.206522
35.624789	106.215758
35.628679	106.223919
35.637303	106.223405
35.645315	106.222337
35.649273	106.214415
35.657764	106.210597
35.663509	106.204293
35.673030	106.201405
35.681784	106.204191
35.688557	106.198817
35.693878	106.198497
35.702367	106.194675
35.712572	106.192404
35.719698	106.190534
35.729082	106.188722
35.738432	106.190847
35.745467	106.192080
35.755671	106.189807
35.764157	106.185980
35.770647	106.180904
35.776503	106.186892
35.784540	106.190468
35.793871	106.189159
35.804206	106.190192
35.814169	106.188183
35.821571	106.192460
35.828733	106.197004
35.825628	106.204446
35.821900	106.212577
35.818172	106.220707
35.819313	106.229088
35.823299	106.237143
35.824523	106.245363
35.819476	106.252300
35.823361	106.260362
35.829429	106.266116
35.836090	106.271217
35.843317	106.275692
35.848815	106.282075
35.851205	106.291890
35.861539	106.292937
35.866974	106.295935
35.874009	106.300382
35.880831	106.302090
35.888307	106.306292
35.897197	106.306034
35.902824	106.311718
35.907176	106.319366
35.915065	106.319655
35.926040	106.318091
35.932794	106.318080
35.944211	106.317933
35.954442	106.318892
35.963153	106.318475
35.969370	106.320606
35.974959	106.325344
35.984208	106.322215
35.992234	106.317978
36.001166	106.314561
36.009904	106.317369
36.015426	106.323725
36.019777	106.331373
36.029616	106.329505
36.036760	106.334073
36.043063	106.339567
36.049452	106.344968
36.059652	106.342702
36.069851	106.340435
36.076992	106.345006
36.085726	106.347819
36.092736	106.349069
36.097743	106.355994
36.107014	106.358215
36.112920	106.364148
36.113278	106.373384
36.116158	106.382652
36.121975	106.388683
36.128834	106.393566
36.127871	106.401442
36.132924	106.408315
36.141527	106.407813
36.151854	106.408875
36.159038	106.403878
36.161903	106.394960
36.168780	106.392890
36.175041	106.398432
36.181980	106.403225
36.188579	106.408395
36.194112	106.414738
36.202713	106.414236
36.212202	106.416220
36.221765	106.418124
36.228511	106.412727
36.237613	106.409468
36.243725	106.403497
36.248742	106.396531
36.255485	106.391130
36.262747	106.395567
36.259007	106.403691
36.259362	106.412928
36.270012	106.413632
36.275411	106.416653
36.278652	106.422708
36.273510	106.429561
36.283306	106.431208
36.290962	106.426638
36.298771	106.428636
36.301095	106.438514
36.301235	106.447984
36.304865	106.454986
36.305932	106.464872
36.312869	106.469669
36.313220	106.478906
36.308075	106.485755
36.311935	106.492970
36.315687	106.499431
36.321079	106.502460
36.326597	106.508821
36.324062	106.515605
36.318915	106.522452
36.320660	106.532961
36.323379	106.542398
36.333233	106.543994
36.336010	106.553367
36.341910	106.559307
36.348638	106.564339
36.354150	106.570706
36.364471	106.571791
36.374668	106.569541
36.383384	106.572388
36.393705	106.573472
36.404025	106.574557
36.412740	106.577405
36.421208	106.573581
36.426713	106.579955
36.437180	106.577952
36.443645	106.572304
36.451955	106.575596
36.457614	106.574854
36.466203	106.574364
36.473559	106.575230
36.477836	106.581244
36.483815	106.578380
36.489315	106.584760
36.491735	106.591714
36.493474	106.602224
36.496512	106.611308
36.491359	106.618150
36.494198	106.624643
36.501301	106.629264
36.508160	106.634151
36.515092	106.638960
36.512635	106.645649
36.518257	106.651602
36.523530	106.648099
36.527414	106.656252
36.528203	106.664992
36.531236	106.674078
36.537852	106.675759
36.546132	106.675001
36.551441	106.668302
36.558418	106.669587
36.567554	106.669610
36.577197	106.666861
36.584293	106.671490
36.592084	106.675357
36.598484	106.680750
36.603346	106.687830
36.612673	106.690013
36.622866	106.687769
36.633059	106.685523
36.644984	106.684857
36.642756	106.694097
36.643090	106.703334
36.648720	106.709571
36.657081	106.709335
36.667394	106.710439
36.672834	106.703859
36.680847	106.699626
36.688737	106.695281
36.692497	106.687168
36.689464	106.678082
36.686556	106.669110
36.691546	106.662119
36.700934	106.659136
36.699198	106.648626
36.709016	106.646033
36.719206	106.643778
36.727239	106.639559
36.734503	106.637877
36.741591	106.642511
36.748782	106.637524
36.758499	106.634836
36.768810	106.635930
36.779122	106.637024
36.789433	106.638118
36.794974	106.644451
36.803602	106.647394
36.809071	106.653805
36.817068	106.657442
36.821622	106.664858
36.830317	106.667728
36.837529	106.662760
36.845481	106.658466
36.852030	106.652894
36.858581	106.647323
36.863876	106.640608
36.868887	106.633634
36.879034	106.631336
36.883923	106.638383
36.893192	106.640621
36.900147	106.641907
36.908593	106.638060
36.914930	106.636530
36.917653	106.645957
36.919604	106.653423
36.924260	106.660726
36.930623	106.659167
36.936256	106.665399
36.942006	106.671500
36.952191	106.669240
36.959175	106.664063
36.967140	106.660181
36.975197	106.658827
36.979458	106.664494
36.981094	106.672305
36.980034	106.680268
36.980400	106.689531
36.983402	106.698589
36.988011	106.705944
36.992064	106.713907
36.992398	106.723144
36.994128	106.733655
37.000518	106.735561
37.005265	106.742764
37.013032	106.746655
37.020098	106.751315
37.028650	106.754348
37.032977	106.762009
37.038605	106.768247
37.036238	106.777633
37.031135	106.784405
37.038004	106.789283
37.043640	106.795511
37.047460	106.803728
37.050657	106.811980
37.057265	106.814988
37.063435	106.820632
37.066458	106.829721
37.072082	106.835962
37.074389	106.844398
37.076885	106.852694
37.085448	106.852226
37.092151	106.846800
37.099208	106.851475
37.107742	106.851037
37.112064	106.858703
37.115386	106.867463
37.120706	106.874037
37.127870	106.878595
37.139758	106.877912
37.149980	106.875706
37.156094	106.881413
37.163849	106.878328
37.170900	106.883009
37.181201	106.884138
37.189641	106.880302
37.195065	106.886762
37.202114	106.891447
37.209162	106.896132
37.210836	106.901109
37.208447	106.910482
37.211382	106.919663
37.218386	106.924397
37.222220	106.932595
37.230928	106.935469
37.228548	106.944850
37.231448	106.954066
37.237180	106.960191
37.243907	106.965230
37.243021	106.972977
37.244730	106.983493
37.254141	106.982103
37.253152	106.992762
37.258654	106.995638
37.266433	106.999530
37.267793	107.006221
37.264582	107.014844
37.262325	107.024343
37.265334	107.033438
37.264339	107.044096
37.260556	107.052194
37.265912	107.058731
37.275583	107.057068
37.283133	107.061214
37.290609	107.061941
37.298721	107.065474
37.301611	107.067698
37.307224	107.073954
37.308834	107.081771
37.312515	107.090131
37.322667	107.091445
37.328211	107.097777
37.335242	107.102489
37.343304	107.102579
37.345002	107.113097
37.351322	107.118583
37.356607	107.121696
37.360418	107.129913
37.361432	107.138376
37.370093	107.141318
37.370634	107.153090
37.376243	107.159352
37.379670	107.166226
37.380791	107.176329
37.389450	107.179275
37.394839	107.185776
37.397668	107.195058
37.392482	107.201868
37.387296	107.208677
37.386286	107.219333
37.382491	107.227423
37.378889	107.235691
37.376291	107.244885
37.375192	107.252840
37.379490	107.260525
37.372908	107.266047
37.371893	107.276702
37.366910	107.283697
37.360207	107.289106
37.353536	107.294544
37.350285	107.303137
37.345934	107.310715
37.346222	107.319952
37.342419	107.328037
37.340007	107.337406
37.339570	107.345975
37.340385	107.356091
37.344870	107.363572
37.347852	107.372680
37.349982	107.382710
37.356999	107.387451
37.360721	107.395758
37.365010	107.403452
37.374773	107.405224
37.381436	107.410350
37.378936	107.417016
37.373830	107.423896
37.368536	107.430602
37.368335	107.439396
37.365004	107.447918
37.361192	107.455996
37.360160	107.466648
37.357737	107.476012
37.360377	107.485484
37.363685	107.494235
37.358261	107.500819
37.353288	107.507822
37.344836	107.511599
37.339861	107.518600
37.332101	107.523018
37.325506	107.528515
37.319716	107.534760
37.313000	107.540144
37.304545	107.543916
37.299565	107.550911
37.298059	107.561129
37.291340	107.566510
37.287662	107.574713
37.284849	107.583719
37.281602	107.592323
37.269670	107.592861
37.261166	107.593191
37.252460	107.590256
37.246157	107.588215
37.244501	107.577688
37.242845	107.567161
37.235961	107.562265
37.231667	107.554579
37.230009	107.544053
37.225729	107.536351
37.217910	107.539428
37.212399	107.542645
37.206099	107.548416
37.199079	107.543667
37.193695	107.537156
37.186969	107.542531
37.178725	107.546496
37.173517	107.553278
37.168425	107.556887
37.160013	107.553638
37.157652	107.543868
37.152560	107.547477
37.145831	107.552848
37.135625	107.551531
37.126875	107.548645
37.118411	107.552405
37.109946	107.556164
37.103214	107.561531
37.094112	107.564698
37.088015	107.570654
37.082304	107.576969
37.078482	107.585037
37.071883	107.590526
37.062710	107.590345
37.055973	107.595705
37.046299	107.593809
37.041916	107.586218
37.033814	107.582631
37.029491	107.574975
37.022746	107.573776
37.017550	107.580568
37.012325	107.587334
37.003973	107.587918
36.997233	107.593274
36.988664	107.593657
36.978675	107.592099
36.975710	107.582982
36.970122	107.576687
36.960532	107.574702
36.953788	107.580056
36.947044	107.585410
36.940808	107.591235
36.936985	107.599302
36.931995	107.606284
36.926561	107.612854
36.918567	107.616911
36.909929	107.617361
36.904908	107.624315
36.899886	107.631268
36.901294	107.639620
36.899117	107.645911
36.889463	107.648552
36.883112	107.653464
36.874138	107.654269
36.869111	107.661217
36.860632	107.664951
36.852152	107.668683
36.851131	107.677136
36.854292	107.686039
36.858561	107.693751
36.854731	107.701813
36.845328	107.703884
36.841059	107.696171
36.834164	107.691277
36.827269	107.693301
36.820512	107.698635
36.815292	107.698860
36.810239	107.705783
36.805021	107.712551
36.802501	107.719202
36.805456	107.728325
36.800518	107.734789
36.801876	107.745622
36.798042	107.753680
36.792605	107.756972
36.788894	107.765145
36.786445	107.774496
36.785381	107.785141
36.779337	107.791136
36.777740	107.801284
36.776641	107.811898
36.779589	107.821024
36.783778	107.826042
36.778552	107.832801
36.773325	107.839559
36.766712	107.845021
36.760099	107.850483
36.751864	107.854429
36.751028	107.865293
36.753972	107.874421
36.759545	107.880738
36.755701	107.888789
36.747612	107.889595
36.749474	107.899877
36.744919	107.905099
36.736339	107.905444
36.729479	107.907399
36.722706	107.912708
36.714212	107.916406
36.709295	107.923453
36.706833	107.932798
36.708386	107.940631
36.707248	107.948580
36.700471	107.953884
36.691803	107.950870
36.685025	107.956172
36.684745	107.967565
36.688157	107.976189
36.691924	107.984433
36.689466	107.993768
36.681819	107.998254
36.676757	108.005163
36.668258	108.008849
36.661596	108.014257
36.658977	108.017648
36.649546	108.018882
36.654784	108.012137
36.651851	108.003004
36.641773	108.001487
36.634737	107.996729
36.628869	108.002882
36.623426	108.001470
36.616673	108.001672
36.609967	108.003768
36.603345	108.009214
36.599492	108.017257
36.599817	108.026583
36.593030	108.031873
36.593330	108.041177
36.594876	108.049012
36.589346	108.055481
36.587702	108.065601
36.580913	108.070886
36.577552	108.079393
36.574190	108.087899
36.567317	108.089833
36.565023	108.099343
36.562546	108.108682
36.558938	108.116957
36.558844	108.123256
36.564403	108.129591
36.561925	108.138929
36.556538	108.145531
36.548667	108.149795
36.542038	108.155228
36.534357	108.156397
36.528953	108.149895
36.524166	108.142738
36.518607	108.136401
36.512736	108.130395
36.505697	108.125632
36.495474	108.127684
36.488675	108.132958
36.476740	108.133398
36.469939	108.138670
36.459716	108.140719
36.452367	108.136284
36.445631	108.131198
36.438587	108.126438
36.434370	108.118675
36.430461	108.113355
36.421947	108.117016
36.413271	108.113992
36.404448	108.111126
36.394370	108.113019
36.387485	108.114946
36.383013	108.119144
36.380633	108.128573
36.377246	108.137056
36.370438	108.142321
36.365260	108.145853
36.360853	108.153377
36.358479	108.162814
36.351670	108.168074
36.347877	108.176176
36.350287	108.184836
36.343476	108.190094
36.337533	108.196171
36.334976	108.205437
36.326456	108.209083
36.321350	108.215947
36.314536	108.221201
36.304371	108.223295
36.304601	108.229904
36.296507	108.233950
36.292675	108.242016
36.284446	108.238507
36.280211	108.230763
36.278614	108.220222
36.274379	108.212479
36.265573	108.209583
36.256894	108.206554
36.248370	108.210195
36.244574	108.201986
36.237521	108.197231
36.230812	108.199323
36.227216	108.207610
36.225777	108.215289
36.217982	108.219617
36.211129	108.224833
36.211158	108.236540
36.206041	108.243393
36.197436	108.243694
36.191425	108.249704
36.185416	108.252454
36.176888	108.256087
36.174145	108.262537
36.170273	108.270565
36.165926	108.278143
36.158383	108.282705
36.155020	108.290190
36.155955	108.298493
36.149126	108.303728
36.143999	108.310570
36.136125	108.314817
36.129487	108.320231
36.131074	108.330774
36.128458	108.334698
36.122981	108.337949
36.112746	108.339961
36.105704	108.344993
36.093976	108.345592
36.087141	108.350818
36.080306	108.356044
36.073470	108.361269
36.064933	108.364885
36.056249	108.361844
36.049192	108.357086
36.044053	108.363916
36.037142	108.365811
36.030229	108.367706
36.021690	108.371319
36.014257	108.366956
36.008710	108.360601
36.002136	108.355330
35.996994	108.362157
35.991308	108.368469
35.986706	108.375807
35.982746	108.382592
35.980816	108.390973
35.972965	108.395234
35.967702	108.401947
35.962440	108.408659
35.955797	108.414064
35.950533	108.420775
35.943889	108.426178
35.939682	108.433889
35.933339	108.438564
35.926503	108.435032
35.917226	108.437939
35.910454	108.443220
35.909328	108.453853
35.906847	108.463202
35.901555	108.469885
35.898228	108.478432
35.889611	108.478705
35.884382	108.482194
35.877528	108.487395
35.869562	108.491539
35.865673	108.499554
35.857577	108.500321
35.850860	108.502397
35.842833	108.506483
35.836253	108.511943
35.829530	108.516995
35.822467	108.519014
35.817095	108.515861
35.808473	108.516130
35.799920	108.519715
35.789606	108.518377
35.783677	108.522586
35.777301	108.517100
35.766986	108.515762
35.758363	108.516030
35.753191	108.522826
35.746190	108.521384
35.737566	108.521652
35.729499	108.517945
35.725047	108.510433
35.718044	108.508993
35.711178	108.514181
35.705797	108.511032
35.697102	108.507988
35.688545	108.511569
35.684920	108.519834
35.679523	108.520358
35.671337	108.516777
35.668444	108.507623
35.665002	108.499045
35.657927	108.494296
35.652747	108.501084
35.648180	108.508454
35.645764	108.517866
35.638893	108.523048
35.631953	108.524918
35.624273	108.529331
35.614831	108.532069
35.604581	108.534040
35.599394	108.540821
35.597672	108.550894
35.594082	108.559192
35.583831	108.561159
35.579097	108.568369
35.573823	108.575067
35.571634	108.584698
35.566376	108.588165
35.561183	108.594940
35.556795	108.602479
35.554271	108.611586
35.547425	108.607260
35.539393	108.611332
35.536699	108.620484
35.531623	108.623942
35.528942	108.630638
35.526436	108.639970
35.524618	108.647305
35.517734	108.652467
35.514218	108.660838
35.509017	108.667604
35.505449	108.673272
35.504250	108.681197
35.503102	108.691826
35.500524	108.698438
35.503402	108.707599
35.499447	108.712897
35.492788	108.718271
35.488657	108.726057
35.486353	108.735586
35.481609	108.742787
35.472974	108.743028
35.464934	108.747083
35.460873	108.754935
35.455662	108.761691
35.450451	108.768445
35.442419	108.772506
35.438510	108.780503
35.433220	108.787003
35.426428	108.785308
35.420657	108.779179
35.410398	108.781112
35.406210	108.788843
35.398285	108.793004
35.389646	108.793240
35.384186	108.786784
35.375128	108.789863
35.372594	108.799174
35.376792	108.806951
35.374776	108.816758
35.371235	108.825108
35.362654	108.828640
35.357015	108.834984
35.348850	108.838912
35.343684	108.845709
35.339770	108.853703
35.331496	108.857526
35.323543	108.853675
35.323378	108.844437
35.322650	108.834660
35.329554	108.829526
35.332838	108.822838
35.322518	108.821465
35.315435	108.816705
35.311909	108.808226
35.307711	108.800449
35.307868	108.788866
35.307324	108.779270
35.304451	108.770106
35.303004	108.764960
35.300180	108.758501
35.298682	108.750652
35.299836	108.740024
35.291655	108.736419
35.284458	108.731784
35.277370	108.727034
35.269889	108.729419
35.263034	108.724425
35.262860	108.715187
35.261359	108.707339
35.253979	108.706258
35.249036	108.699260
35.242210	108.695835
35.236775	108.694477
35.237924	108.683849
35.235885	108.673805
35.230838	108.666917
35.224927	108.660935
35.216218	108.657890
35.209186	108.656445
35.200821	108.653038
35.198298	108.646874
35.203270	108.639891
35.199156	108.632023
35.193716	108.635328
35.184213	108.633418
35.176030	108.629822
35.170496	108.623445
35.168989	108.615598
35.162686	108.610029
35.157263	108.606894
35.156478	108.598290
35.156529	108.588805
35.147815	108.585770
35.137489	108.584429
35.133064	108.576886
35.131555	108.569040
35.126939	108.561698
35.119223	108.560975
35.112362	108.555994
35.111734	108.548987
35.106737	108.545316
35.102843	108.553324
35.093465	108.556115
35.089911	108.564447
35.082936	108.566299
35.077287	108.560043
35.067178	108.561833
35.060268	108.566973
35.058413	108.562846
35.047210	108.562427
35.039526	108.565022
35.036637	108.555865
35.033748	108.546707
35.025562	108.543119
35.022672	108.533962
35.015946	108.528840
35.006367	108.530073
35.002152	108.522309
34.994674	108.517978
34.983132	108.517921
34.977593	108.511551
34.972269	108.515708
34.963335	108.518924
34.957826	108.512520
34.949170	108.512782
34.945005	108.504965
34.939313	108.504870
34.934194	108.505276
34.933004	108.513203
34.927831	108.519994
34.920713	108.515283
34.914011	108.510135
34.905891	108.509830
34.897817	108.506126
34.889158	108.506388
34.882038	108.501680
34.873378	108.501942
34.867739	108.495676
34.862463	108.502123
34.855813	108.507510
34.850541	108.514207
34.842418	108.513715
34.836878	108.507343
34.830818	108.504869
34.823895	108.509997
34.816972	108.515125
34.808377	108.518662
34.801453	108.523787
34.792857	108.527323
34.787603	108.534036
34.785689	108.543927
34.773751	108.544281
34.765153	108.547813
34.753215	108.548166
34.747230	108.554184
34.739291	108.555130
34.732361	108.560248
34.729961	108.569678
34.726064	108.577682
34.726529	108.586625
34.726430	108.596158
34.723139	108.604740
34.714371	108.601756
34.707346	108.600283
34.698615	108.597260
34.689884	108.594238
34.681217	108.594489
34.680587	108.602954
34.678066	108.612270
34.670032	108.616333
34.664744	108.622556
34.658033	108.625126
34.656887	108.635754
34.651608	108.642441
34.650036	108.652664
34.645117	108.656484
34.649323	108.664256
34.656180	108.669249
34.652111	108.673879
34.648258	108.679273
34.644266	108.687188
34.642323	108.697060
34.646028	108.704358
34.644876	108.714985
34.646047	108.719865
34.638164	108.717640
34.632879	108.724322
34.628911	108.729048
34.626419	108.738398
34.621035	108.741861
34.614074	108.743640
34.606948	108.738926
34.598216	108.735892
34.591267	108.740983
34.588735	108.750294
34.584034	108.757533
34.577027	108.759357
34.576552	108.765909
34.582075	108.772302
34.587538	108.775426
34.586629	108.783035
34.589500	108.792201
34.589764	108.801531
34.584420	108.804942
34.574085	108.803579
34.573339	108.795885
34.577294	108.790239
34.578611	108.782205
34.570398	108.782875
34.567980	108.792296
34.561030	108.797384
34.561364	108.806782
34.565512	108.811857
